user_id;Name;;Category1;;Place;City
2715;michaelena;;Nature;;Puncak Segoro;Jogja
2716;ameina;;Culture;;Monumen Palagan Ambarawa;Semarang
2717;leeani;;History;;Bukit Paralayang, Watugupit;Jogja
2718;pyrrha;;History;;Jembatan Biru Ambarawa;Semarang
2719;quintasia;;Culture;;Bunker Kaliadem Merapi;Jogja
2720;chrysavalantis;;Nature;;Pantai Nglambor;Jogja
2721;denira;;History;;Wisata Eling Bening;Semarang
2722;tazio;;Nature;;Taman Tabanas;Semarang
2723;jarvey;;Culture;;Embung Tambakboyo;Jogja
2724;osaze;;Culture;;Grand Maerakaca;Semarang
2725;latawn;;History;;Goa Pindul;Jogja
2726;yil;;History;;Wisata Eling Bening;Semarang
2727;hanai;;Nature;;Bentara Budaya Yogyakarta (BBY);Jogja
2728;lyudmil;;Nature;;Grand Maerakaca;Semarang
2729;marliis;;Culture;;Jurang Tembelan Kanigoro;Jogja
2730;degmo;;Nature;;Pantai Nguluran;Jogja
2731;cadhan;;Culinary;;Brown Canyon;Semarang
2732;calisce;;History;;Taman Pelangi Yogyakarta;Jogja
2733;zeshawn;;History;;Pantai Nguluran;Jogja
2734;taramati;;Tourist Attraction;;Bendung Lepen;Jogja
2735;tertias;;Nature;;Taman Kasmaran;Semarang
2736;pramod;;Culture;;Taman Tabanas;Semarang
2737;jeveah;;History;;Sindu Kusuma Edupark (SKE);Jogja
2738;kerion;;Tourist Attraction;;Pantai Baruna;Semarang
2739;shirely;;Culture;;Grand Maerakaca;Semarang
2740;jaqulynn;;History;;Selected Places;Semarang
2741;stephano;;History;;Waduk Jatibarang;Semarang
2742;shontell;;Culture;;Kawasan Malioboro;Jogja
2743;sovanny;;Tourist Attraction;;Kampung Pelangi;Semarang
2744;loghan;;Nature;;Tugu Pal Putih Jogja;Jogja
2745;yunay;;Tourist Attraction;;Sindu Kusuma Edupark (SKE);Jogja
2746;kharisma;;Culture;;The Lost World Castle;Jogja
2747;garnell;;Nature;;Flower Farm Setiya Aji;Semarang
2748;pratham;;Culture;;Pantai Nguluran;Jogja
2749;krystell;;Culinary;;Tebing Breksi;Jogja
2750;thanatos;;Nature;;Pantai Baruna;Semarang
2751;amand;;Culture;;Seribu Batu Songgo Langit;Jogja
2752;haahris;;History;;Watu Gunung Ungaran;Semarang
2753;margueriete;;Culture;;Monumen Sanapati;Jogja
2754;zionn;;Nature;;Semarang Contemporary Art Gallery;Semarang
2755;volare;;Culture;;Taman Pelangi Yogyakarta;Jogja
2756;vickey;;Nature;;Taman Pelangi Jogja;Jogja
2757;ionie;;History;;Bentara Budaya Yogyakarta (BBY);Jogja
2758;trishanna;;Culture;;Pantai Samas;Jogja
2759;vinnia;;Culture;;Masjid Agung Ungaran;Semarang
2760;lorie;;History;;Wisata Mangrove Tapak;Semarang
2761;derrike;;History;;Puncak Segoro;Jogja
2762;anais;;History;;Desa Wisata Sungai Code Jogja Kota;Jogja
2763;seyedeh;;Tourist Attraction;;Pasar Beringharjo;Jogja
2764;decarla;;Culinary;;Wisata Alam Wana Wisata Penggaron;Semarang
2765;oliver;;Nature;;Taman Pelangi Yogyakarta;Jogja
2766;froilan;;History;;Kampung Wisata Kadipaten;Jogja
2767;swithun;;Tourist Attraction;;Taman Tabanas;Semarang
2768;modenia;;Tourist Attraction;;Pantai Samas;Jogja
2769;catherine;;Culinary;;Lawang Sewu;Semarang
2770;charin;;Culinary;;Kampoeng Rawa;Semarang
2771;jode;;Tourist Attraction;;Bukit Wisata Pulepayung;Jogja
2772;persse;;Culture;;Nol Kilometer Jl.Malioboro;Jogja
2773;chukri;;Nature;;Monumen Sanapati;Jogja
2774;stefhany;;Culture;;Monumen Palagan Ambarawa;Semarang
2775;selfridge;;Tourist Attraction;;Taman Tabanas;Semarang
2776;heckerman;;Tourist Attraction;;Taman Pelangi Yogyakarta;Jogja
2777;seela;;Culture;;Pantai Ngrenehan;Jogja
2778;jacorri;;Nature;;Water Blaster Bukit Candi Golf;Semarang
2779;mariene;;History;;Nol Kilometer Jl.Malioboro;Jogja
2780;caily;;Culture;;Candi Ijo;Jogja
2781;gilligan;;Tourist Attraction;;Nol Kilometer Jl.Malioboro;Jogja
2782;vefa;;Culinary;;Old City 3D Trick Art Museum;Semarang
2783;ilsi;;Tourist Attraction;;Semarang Gallery;Semarang
2784;muraleetharan;;Nature;;Kota Lama Semarang;Semarang
2785;akey;;History;;Puncak Gunung Api Purba - Nglanggeran;Jogja
2786;tammi;;Nature;;Green Village Gedangsari;Jogja
2787;randilyn;;Nature;;Watu Lumbung;Jogja
2788;sachit;;History;;Hutan Wisata Tinjomoyo Semarang;Semarang
2789;dayiana;;Culture;;Bukit Wisata Pulepayung;Jogja
2790;ursus;;Tourist Attraction;;Sindu Kusuma Edupark (SKE);Jogja
2791;jilliam;;Tourist Attraction;;Semarang Chinatown;Semarang
2792;niroji;;Culinary;;Bukit Paralayang, Watugupit;Jogja
2793;liparit;;Nature;;Semarang Chinatown;Semarang
2794;jaipreet;;Culture;;Wisata Mangrove Tapak;Semarang
2795;armey;;Tourist Attraction;;Kota Lama Semarang;Semarang
2796;redha;;Culture;;Masjid Agung Ungaran;Semarang
2797;loida;;Tourist Attraction;;Old City 3D Trick Art Museum;Semarang
2798;rhanada;;Culture;;Wisata Mangrove Tapak;Semarang
2799;yorgelis;;Culinary;;Pantai Parangtritis;Jogja
2800;presious;;Culinary;;Wisata Kalibiru;Jogja
2801;sherrille;;Culture;;Bunker Kaliadem Merapi;Jogja
2802;amadeu;;History;;Bunker Kaliadem Merapi;Jogja
2803;seweryn;;Culinary;;Candi Gedong Songo;Semarang
2804;almighty;;Nature;;Pantai Baruna;Semarang
2805;muzzaffar;;Culinary;;Watu Lumbung;Jogja
2806;arhum;;Culture;;Wisata Mangrove Tapak;Semarang
2807;tatenda;;Tourist Attraction;;Galaxy Waterpark Jogja;Jogja
2808;guylene;;Nature;;Kawasan Malioboro;Jogja
2809;nesochi;;Tourist Attraction;;Watu Goyang;Jogja
2810;shayn;;Culinary;;Kampung Wisata Kadipaten;Jogja
2811;jamella;;Culture;;Sindu Kusuma Edupark (SKE);Jogja
2812;afrida;;Nature;;Kampung Pelangi;Semarang
2813;beau;;Nature;;Watu Gunung Ungaran;Semarang
2814;marziale;;Nature;;Wisata Lereng Kelir;Semarang
2815;ninela;;Nature;;Hutan Pinus Asri;Jogja
2816;huai;;Culinary;;Sindu Kusuma Edupark (SKE);Jogja
2817;dejanae;;History;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
2818;diogene;;Culinary;;Hutan Pinus Pengger;Jogja
2819;kaeliana;;Tourist Attraction;;Kampung Wisata Taman Sari;Jogja
2820;rumaan;;Culture;;Brown Canyon;Semarang
2821;lissia;;Nature;;Durian Gardens and Tourism Education Watu Simbar;Semarang
2822;rella;;Culinary;;Pantai Marina;Semarang
2823;lanorris;;Nature;;Galaxy Waterpark Jogja;Jogja
2824;andreiana;;History;;Kebun Teh Nglinggo;Jogja
2825;miyanna;;Culinary;;Sam Poo Kong Temple;Semarang
2826;aallaya;;Nature;;Kampoeng Rawa;Semarang
2827;shikita;;Culinary;;Pantai Glagah;Jogja
2828;vergilia;;Tourist Attraction;;Semarang Contemporary Art Gallery;Semarang
2829;margrith;;Culinary;;Candi Ijo;Jogja
2830;marquet;;Nature;;Lawang Sewu;Semarang
2831;tifinie;;Culture;;Pantai Kukup;Jogja
2832;zaraah;;Culture;;Wisata Lereng Kelir;Semarang
2833;bibianna;;Culture;;Gua Maria Kerep Ambarawa;Semarang
2834;ereka;;Culture;;Pantai Depok Jogja;Jogja
2835;toleda;;Nature;;Pantai Patihan;Jogja
2836;herta;;Tourist Attraction;;Desa Wisata Lembah Kalipancur;Semarang
2837;jahkai;;Tourist Attraction;;Puncak Kebun Buah Mangunan;Jogja
2838;hochman;;Tourist Attraction;;Wisata Mangrove Tapak;Semarang
2839;ullanda;;Culinary;;Kawasan Malioboro;Jogja
2840;garrod;;Culture;;Taman Tabanas;Semarang
2841;breighanna;;Culinary;;Kampung Pelangi;Semarang
2842;pryia;;Culinary;;Kauman Pakualaman Yogyakarta;Jogja
2843;raymi;;Culinary;;Embung Tambakboyo;Jogja
2844;daon;;Culinary;;Semarang Contemporary Art Gallery;Semarang
2845;makalee;;Tourist Attraction;;Umbul Sidomukti;Semarang
2846;coriann;;History;;Sindu Kusuma Edupark (SKE);Jogja
2847;brudvig;;Culture;;Pantai Krakal;Jogja
2848;radian;;Culinary;;Semarang Contemporary Art Gallery;Semarang
2849;shantika;;Culinary;;Pantai Samas;Jogja
2850;atinuke;;Culture;;Wisata Kalibiru;Jogja
2851;oladapo;;Tourist Attraction;;Kampoeng Rawa;Semarang
2852;kaiyel;;Culture;;Kota Lama Semarang;Semarang
2853;mariques;;Nature;;Pintoe Langit Dahromo;Jogja
2854;ousman;;Culinary;;Air Terjun Semirang;Semarang
2855;soultana;;Tourist Attraction;;Museum Kereta Ambarawa;Semarang
2856;schantin;;History;;Candi Borobudur;Jogja
2857;iffany;;Tourist Attraction;;Sam Poo Kong Temple;Semarang
2858;bieber;;Nature;;Obyek Wisata Goa Kreo;Semarang
2859;jewellene;;History;;Puncak Kebun Buah Mangunan;Jogja
2860;anlly;;Tourist Attraction;;Pantai Cipta;Semarang
2861;jurina;;History;;The Lost World Castle;Jogja
2862;kayshla;;History;;Seribu Batu Songgo Langit;Jogja
2863;amree;;Nature;;Taman Kasmaran;Semarang
2864;niu;;Tourist Attraction;;Obyek Wisata Goa Kreo;Semarang
2865;tokuzo;;Culture;;Bentara Budaya Yogyakarta (BBY);Jogja
2866;brenlei;;History;;Monumen Sanapati;Jogja
2867;hearold;;Culture;;Semarang Chinatown;Semarang
2868;deivids;;Tourist Attraction;;Wisata Lereng Kelir;Semarang
2869;bertolde;;History;;Air Terjun Semirang;Semarang
2870;devanshi;;Tourist Attraction;;Waduk Jatibarang;Semarang
2871;chyan;;Culinary;;Semarang Chinatown;Semarang
2872;seikichi;;Culinary;;Tebing Breksi;Jogja
2873;mirtie;;Nature;;Indonesia Kaya Park;Semarang
2874;emilliano;;History;;Pura Giri Natha;Semarang
2875;conroy;;Culinary;;Pantai Nguluran;Jogja
2876;rifadije;;History;;Bunker Kaliadem Merapi;Jogja
2877;raemond;;Culinary;;Sindu Kusuma Edupark (SKE);Jogja
2878;narcissa;;Tourist Attraction;;Bukit Wisata Pulepayung;Jogja
2879;ruhal;;Nature;;Pantai Indrayanti;Jogja
2880;galanti;;History;;Sam Poo Kong Temple;Semarang
2881;chellsea;;Tourist Attraction;;Umbul Sidomukti;Semarang
2882;imina;;Tourist Attraction;;Semarang Chinatown;Semarang
2883;julka;;Culture;;Kampung Wisata Taman Sari;Jogja
2884;pudens;;Tourist Attraction;;Kawasan Malioboro;Jogja
2885;doralee;;Tourist Attraction;;Tugu Muda Semarang;Semarang
2886;kalyla;;Culture;;Pantai Ngrenehan;Jogja
2887;kamia;;Culture;;Taman Pelangi Jogja;Jogja
2888;canale;;Tourist Attraction;;Kampung Wisata Taman Sari;Jogja
2889;kenzlynn;;Nature;;Pantai Nglambor;Jogja
2890;sendi;;Tourist Attraction;;Puncak Segoro;Jogja
2891;bladen;;Culture;;Wisata Kalibiru;Jogja
2892;cesario;;Culture;;Pantai Sundak;Jogja
2893;craven;;Culture;;Pantai Sundak;Jogja
2894;ghizela;;History;;Kampoeng Rawa;Semarang
2895;zoyka;;Culinary;;Hutan Pinus Pengger;Jogja
2896;ely;;Tourist Attraction;;Taman Tabanas;Semarang
2897;loubna;;Nature;;Tugu Muda Semarang;Semarang
2898;nascimento;;History;;Taman Kasmaran;Semarang
2899;dondie;;Culinary;;Hutan Pinus Pengger;Jogja
2900;lisbella;;History;;Grand Maerakaca;Semarang
2901;kelsey;;History;;Kebun Teh Nglinggo;Jogja
2902;bahaa;;Culinary;;Semarang Chinatown;Semarang
2903;efrata;;Nature;;Indonesia Kaya Park;Semarang
2904;oluwatomi;;Nature;;Saloka Theme Park;Semarang
2905;derriana;;History;;Watu Goyang;Jogja
2906;dado;;Culture;;Pasar Beringharjo;Jogja
2907;quetzally;;Culinary;;Semarang Gallery;Semarang
2908;lesya;;Tourist Attraction;;Taman Pelangi Jogja;Jogja
2909;aritzel;;Culture;;Tugu Pal Putih Jogja;Jogja
2910;jenneffer;;Culture;;Grand Maerakaca;Semarang
2911;pinder;;History;;Pantai Ngrenehan;Jogja
2912;eriksen;;History;;Candi Ijo;Jogja
2913;chapotin;;Nature;;Goa Rancang Kencono;Jogja
2914;bhhatu;;Culinary;;Wisata Eling Bening;Semarang
2915;gessiah;;Nature;;Pantai Ngrenehan;Jogja
2916;dayane;;Culinary;;The World Landmarks - Merapi Park Yogyakarta;Jogja
2917;ishwaq;;History;;Bentara Budaya Yogyakarta (BBY);Jogja
2918;dylon;;Culture;;Kampung Tematik Jawi;Semarang
2919;buchalter;;Tourist Attraction;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
2920;hansigne;;History;;Pasar Kebon Empring Bintaran;Jogja
2921;zemrie;;Culinary;;Gembira Loka Zoo;Jogja
2922;helga;;Nature;;Pantai Drini;Jogja
2923;cimone;;History;;Kawasan Malioboro;Jogja
2924;demetriu;;Nature;;La Kana Chapel;Semarang
2925;emmakate;;Culture;;Pantai Patihan;Jogja
2926;marytheresa;;History;;Pantai Parangtritis;Jogja
2927;carrson;;Nature;;Goa Rancang Kencono;Jogja
2928;phebee;;Culture;;Kawasan Wisata Sosrowijayan;Jogja
2929;ansbert;;History;;Tebing Breksi;Jogja
2930;nasheed;;Culture;;Monumen Sanapati;Jogja
2931;elkins;;Nature;;Pantai Glagah;Jogja
2932;issak;;Tourist Attraction;;Umbul Sidomukti;Semarang
2933;montanero;;Nature;;Galaxy Waterpark Jogja;Jogja
2934;schilling;;Tourist Attraction;;Kota Lama Semarang;Semarang
2935;relena;;Nature;;Kampoeng Djadhoel Semarang;Semarang
2936;yesh;;History;;Watu Gunung Ungaran;Semarang
2937;sharen;;Tourist Attraction;;Bukit Paralayang, Watugupit;Jogja
2938;battersby;;History;;Watu Gunung Ungaran;Semarang
2939;jayrin;;Nature;;Tugu Pal Putih Jogja;Jogja
2940;andalyn;;Nature;;Candi Borobudur;Jogja
2941;marilea;;Tourist Attraction;;Jurang Tembelan Kanigoro;Jogja
2942;salla;;Tourist Attraction;;Taman Pandanaran;Semarang
2943;kelline;;Culinary;;Taman Pandanaran;Semarang
2944;kairav;;History;;Taman Pelangi Yogyakarta;Jogja
2945;isen;;Culture;;Semarang Chinatown;Semarang
2946;rucksana;;History;;Sam Poo Kong Temple;Semarang
2947;hermanni;;Nature;;Kampung Pelangi;Semarang
2948;lariah;;History;;Waduk Jatibarang;Semarang
2949;keilei;;Culture;;Hutan Pinus Kayon;Semarang
2950;mukhtar;;Culture;;Pantai Baruna;Semarang
2951;duriye;;Nature;;Kawasan Wisata Sosrowijayan;Jogja
2952;keaun;;Culture;;The World Landmarks - Merapi Park Yogyakarta;Jogja
2953;remick;;Culture;;Waduk Jatibarang;Semarang
2954;cordarryl;;Tourist Attraction;;Geoforest Watu Payung Turunan;Jogja
2955;wedig;;Culture;;Umbul Sidomukti;Semarang
2956;anshdeep;;Nature;;Semarang Chinatown;Semarang
2957;mareks;;Tourist Attraction;;Candi Gedong Songo;Semarang
2958;benajamin;;Culture;;The Lost World Castle;Jogja
2959;ezekiah;;Culture;;Pantai Indrayanti;Jogja
2960;magnes;;Culture;;Wisata Alam Wana Wisata Penggaron;Semarang
2961;jahnea;;Tourist Attraction;;Taman Srigunting;Semarang
2962;neva;;Nature;;Kauman Pakualaman Yogyakarta;Jogja
2963;briamarie;;Culinary;;Lawang Sewu;Semarang
2964;matracia;;Tourist Attraction;;Wisata Lereng Kelir;Semarang
2965;taziah;;Nature;;Tugu Muda Semarang;Semarang
2966;kalem;;Tourist Attraction;;Pantai Krakal;Jogja
2967;aldonia;;Culinary;;Semarang Contemporary Art Gallery;Semarang
2968;amareah;;Tourist Attraction;;Candi Prambanan;Jogja
2969;nathanuel;;Tourist Attraction;;Taman Pelangi Jogja;Jogja
2970;dimokritos;;Culture;;Monumen Sanapati;Jogja
2971;mchenery;;Culinary;;Old City 3D Trick Art Museum;Semarang
2972;zaviere;;Culture;;Taman Pelangi Yogyakarta;Jogja
2973;hafner;;Tourist Attraction;;Candi Borobudur;Jogja
2974;doriann;;Tourist Attraction;;Wisata Lereng Kelir;Semarang
2975;chalsie;;History;;Kota Lama Semarang;Semarang
2976;jovanni;;History;;Gembira Loka Zoo;Jogja
2977;paili;;Nature;;Puncak Gunung Api Purba - Nglanggeran;Jogja
2978;canty;;Culinary;;Monumen Palagan Ambarawa;Semarang
2979;marthella;;Culture;;Candi Gedong Songo;Semarang
2980;sanquan;;Culinary;;Old City 3D Trick Art Museum;Semarang
2981;sinobichukwu;;Tourist Attraction;;Hutan Wisata Tinjomoyo Semarang;Semarang
2982;siward;;Tourist Attraction;;Pantai Samas;Jogja
2983;jubert;;Culinary;;Pasar Beringharjo;Jogja
2984;jungwoo;;Tourist Attraction;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
2985;jered;;Culture;;Kampoeng Rawa;Semarang
2986;janin;;Nature;;Pasar Beringharjo;Jogja
2987;valri;;History;;Masjid Kapal Semarang;Semarang
2988;jansiel;;Nature;;Bukit Paralayang, Watugupit;Jogja
2989;dilyana;;Culture;;Taman Pelangi Jogja;Jogja
2990;kashmier;;Tourist Attraction;;Masjid Kapal Semarang;Semarang
2991;alexjandro;;Tourist Attraction;;The Lost World Castle;Jogja
2992;jonathaon;;Culture;;Kota Lama Semarang;Semarang
2993;abbas;;Culture;;Watu Gunung Ungaran;Semarang
2994;kesslyn;;Culture;;Pasar Beringharjo;Jogja
2995;anesti;;Culinary;;Masjid Kapal Semarang;Semarang
2996;tyvonna;;Tourist Attraction;;Pantai Kukup;Jogja
2997;chaderick;;Culture;;Pasar Beringharjo;Jogja
2998;tenzile;;Tourist Attraction;;Puncak Kebun Buah Mangunan;Jogja
2999;gionna;;Culinary;;Pantai Nguluran;Jogja
3000;olajide;;Culinary;;Candi Gedong Songo;Semarang
3001;cristell;;Nature;;Bukit Wisata Pulepayung;Jogja
3002;avleen;;Culinary;;Indonesia Kaya Park;Semarang
3003;khira;;Nature;;Flower Farm Setiya Aji;Semarang
3004;zoeya;;History;;Semarang Contemporary Art Gallery;Semarang
3005;xaria;;Culture;;Saloka Theme Park;Semarang
3006;botek;;Culinary;;Pantai Indrayanti;Jogja
3007;cashmere;;Culinary;;Wisata Eling Bening;Semarang
3008;perkin;;Culture;;Geoforest Watu Payung Turunan;Jogja
3009;orinta;;Tourist Attraction;;Wisata Lereng Kelir;Semarang
3010;dayzhane;;Culinary;;Pantai Glagah;Jogja
3011;dhruvin;;History;;Obyek Wisata Goa Kreo;Semarang
3012;giovannino;;History;;Kota Lama Semarang;Semarang
3013;marhia;;Culture;;Waduk Jatibarang;Semarang
3014;raimah;;Culture;;Museum Kereta Ambarawa;Semarang
3015;lincon;;History;;Hutan Pinus Kayon;Semarang
3016;chalette;;History;;Gembira Loka Zoo;Jogja
3017;zayley;;Nature;;Wisata Kalibiru;Jogja
3018;victora;;Nature;;Wisata Lereng Kelir;Semarang
3019;hughley;;History;;Wisata Kaliurang;Jogja
3020;chadney;;History;;Wisata Kalibiru;Jogja
3021;dor;;Tourist Attraction;;Water Blaster Bukit Candi Golf;Semarang
3022;nicholl;;Tourist Attraction;;Gembira Loka Zoo;Jogja
3023;elwanda;;Culinary;;Pantai Kukup;Jogja
3024;ashaunte;;Nature;;Goa Rancang Kencono;Jogja
3025;anfriede;;Culinary;;Kampoeng Rawa;Semarang
3026;hanzel;;Nature;;Tebing Breksi;Jogja
3027;leckie;;Culinary;;Air Terjun Semirang;Semarang
3028;berka;;Culinary;;Alun Alun Selatan Yogyakarta;Jogja
3029;fresno;;Tourist Attraction;;Old City 3D Trick Art Museum;Semarang
3030;martaja;;Nature;;Nol Kilometer Jl.Malioboro;Jogja
3031;naziyah;;History;;Pantai Baruna;Semarang
3032;serguei;;Nature;;Pantai Sundak;Jogja
3033;fedirko;;Nature;;Museum Kereta Ambarawa;Semarang
3034;gerrett;;Culinary;;Pantai Parangtritis;Jogja
3035;tsuneko;;History;;Tebing Breksi;Jogja
3036;kyenzie;;Nature;;Pantai Glagah;Jogja
3037;bronya;;Culture;;Kampoeng Djadhoel Semarang;Semarang
3038;simmonsjr;;Culture;;Gembira Loka Zoo;Jogja
3039;zebbie;;Tourist Attraction;;Museum Kereta Ambarawa;Semarang
3040;rheuben;;Tourist Attraction;;The World Landmarks - Merapi Park Yogyakarta;Jogja
3041;roheel;;History;;Gua Maria Kerep Ambarawa;Semarang
3042;shermica;;Tourist Attraction;;Pantai Nguluran;Jogja
3043;gigica;;Nature;;Galaxy Waterpark Jogja;Jogja
3044;lavesha;;History;;Gua Maria Kerep Ambarawa;Semarang
3045;skylr;;Culinary;;Masjid Agung Ungaran;Semarang
3046;monigue;;History;;Pantai Nglambor;Jogja
3047;grisham;;Nature;;Indonesia Kaya Park;Semarang
3048;madeley;;Culture;;Tugu Muda Semarang;Semarang
3049;kevinmatthew;;History;;Kota Lama Semarang;Semarang
3050;ibraheim;;Culture;;The Lost World Castle;Jogja
3051;padme;;History;;Kampoeng Rawa;Semarang
3052;dajaha;;Tourist Attraction;;Tugu Muda Semarang;Semarang
3053;allese;;Culinary;;Puncak Gunung Api Purba - Nglanggeran;Jogja
3054;dyoni;;Culinary;;Pantai Ngrenehan;Jogja
3055;chira;;Culinary;;Taman Kasmaran;Semarang
3056;lytton;;Nature;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
3057;grefer;;Nature;;Lawang Sewu;Semarang
3058;kellye;;Tourist Attraction;;Old City 3D Trick Art Museum;Semarang
3059;charrie;;Culture;;Candi Gedong Songo;Semarang
3060;tejai;;History;;Wisata Lereng Kelir;Semarang
3061;maebell;;Nature;;Pantai Kukup;Jogja
3062;nivayah;;Culture;;Pantai Drini;Jogja
3063;agler;;Tourist Attraction;;Kampoeng Rawa;Semarang
3064;mckynzee;;Nature;;Candi Gedong Songo;Semarang
3065;vasiliki;;Culinary;;Brown Canyon;Semarang
3066;arly;;Nature;;Wisata Kaliurang;Jogja
3067;lovall;;Nature;;Kampung Pelangi;Semarang
3068;asyia;;Culinary;;Taman Pandanaran;Semarang
3069;thomos;;History;;Candi Gedong Songo;Semarang
3070;malti;;Culinary;;Bukit Lintang Sewu;Jogja
3071;fiachra;;Tourist Attraction;;Pasar Beringharjo;Jogja
3072;shamea;;Culinary;;Jembatan Biru Ambarawa;Semarang
3073;cecchino;;Culture;;Monumen Sanapati;Jogja
3074;onesto;;History;;Pasar Kebon Empring Bintaran;Jogja
3075;zavious;;Culinary;;Candi Prambanan;Jogja
3076;jillann;;Tourist Attraction;;Durian Gardens and Tourism Education Watu Simbar;Semarang
3077;shawnetta;;History;;Pantai Cipta;Semarang
3078;revyn;;Tourist Attraction;;Kota Lama Semarang;Semarang
3079;graice;;Tourist Attraction;;Kampung Pelangi;Semarang
3080;christafer;;Culture;;Wisata Mangrove Tapak;Semarang
3081;emmons;;History;;La Kana Chapel;Semarang
3082;markevius;;Nature;;Kota Lama Semarang;Semarang
3083;victori;;Tourist Attraction;;Pantai Drini;Jogja
3084;tinatin;;Culture;;Brown Canyon;Semarang
3085;kierney;;Nature;;Watu Lumbung;Jogja
3086;waddy;;Culture;;Goa Pindul;Jogja
3087;marsea;;Nature;; Pantai Cipta;Semarang
3088;juanmiguel;;Nature;;Monumen Palagan Ambarawa;Semarang
3089;fokos;;Culinary;;Kampung Pelangi;Semarang
3090;jaylian;;Nature;;La Kana Chapel;Semarang
3091;charbonneau;;Tourist Attraction;;Indonesia Kaya Park;Semarang
3092;sammyjo;;Culture;;Seribu Batu Songgo Langit;Jogja
3093;cottle;;Culinary;;Tugu Pal Putih Jogja;Jogja
3094;christianmichae;;Tourist Attraction;;Kampoeng Djadhoel Semarang;Semarang
3095;colvert;;History;;Kampung Wisata Kadipaten;Jogja
3096;eqerem;;Nature;;Kampung Wisata Kadipaten;Jogja
3097;yazbeth;;Nature;;Hutan Pinus Asri;Jogja
3098;khadir;;Culture;;Semarang Chinatown;Semarang
3099;calonia;;Culture;;Wisata Alam Wana Wisata Penggaron;Semarang
3100;leeona;;Nature;;Taman Srigunting;Semarang
3101;milyn;;Tourist Attraction;;Brown Canyon;Semarang
3102;jackelyne;;Tourist Attraction;;Sindu Kusuma Edupark (SKE);Jogja
3103;covell;;Culture;;Tebing Breksi;Jogja
3104;trauion;;Tourist Attraction;;Benteng Pendem;Semarang
3105;ciyana;;History;;Bendung Lepen;Jogja
3106;janelle;;History;;Sindu Kusuma Edupark (SKE);Jogja
3107;larenzo;;Culinary;;Wisata Lereng Kelir;Semarang
3108;enaja;;Nature;;Pantai Glagah;Jogja
3109;riane;;Tourist Attraction;;Wisata Kalibiru;Jogja
3110;elishia;;Tourist Attraction;;Gua Maria Kerep Ambarawa;Semarang
3111;thun;;Tourist Attraction;;Watu Mabur Mangunan;Jogja
3112;jeanett;;Tourist Attraction;;Gua Maria Kerep Ambarawa;Semarang
3113;demetreus;;Nature;;Pantai Samas;Jogja
3114;raychell;;History;;Selected Places;Jogja
3115;yovanna;;Culture;;Bukit Paralayang, Watugupit;Jogja
3116;shoiab;;Culture;;Kampung Wisata Kadipaten;Jogja
3117;rikelme;;History;;Selected Places;Semarang
3118;magnhildur;;Nature;;Pantai Jogan;Jogja
3119;kaolin;;Culture;;Watu Mabur Mangunan;Jogja
3120;nyaziah;;Culture;;Hutan Pinus Asri;Jogja
3121;johnpatrick;;History;;Pantai Glagah;Jogja
3122;ziarra;;History;;Pantai Depok Jogja;Jogja
3123;javaris;;Nature;;Taman Kasmaran;Semarang
3124;davasia;;Culture;;Kampoeng Djadhoel Semarang;Semarang
3125;ellecia;;Culinary;;Kota Lama Semarang;Semarang
3126;sawdah;;Culture;;Masjid Kapal Semarang;Semarang
3127;tillfourd;;Tourist Attraction;;Wisata Kaliurang;Jogja
3128;swarts;;History;;Semarang Contemporary Art Gallery;Semarang
3129;aviva;;Tourist Attraction;;Pasar Beringharjo;Jogja
3130;schulte;;Tourist Attraction;;Kampung Tematik Jawi;Semarang
3131;renckens;;Nature;;Taman Tabanas;Semarang
3132;brittany;;Tourist Attraction;;Pantai Nguluran;Jogja
3133;gianny;;Culture;;Tugu Muda Semarang;Semarang
3134;alayana;;History;;Benteng Pendem;Semarang
3135;tifanny;;Culinary;;Hutan Pinus Kayon;Semarang
3136;caran;;Culture;;Semarang Chinatown;Semarang
3137;shakerria;;Nature;;Pantai Baruna;Semarang
3138;durah;;History;;Kampung Wisata Taman Sari;Jogja
3139;marijona;;Nature;;Kota Lama Semarang;Semarang
3140;jasmarie;;History;;Indonesia Kaya Park;Semarang
3141;ejgil;;Tourist Attraction;;Wisata Eling Bening;Semarang
3142;jeylanie;;Nature;;Bunker Kaliadem Merapi;Jogja
3143;reston;;Nature;;Kawasan Malioboro;Jogja
3144;macai;;Tourist Attraction;;Puncak Gunung Api Purba - Nglanggeran;Jogja
3145;rajna;;Tourist Attraction;;Galaxy Waterpark Jogja;Jogja
3146;henretty;;Culinary;;Gembira Loka Zoo;Jogja
3147;abdikhaliq;;Tourist Attraction;;Gua Maria Kerep Ambarawa;Semarang
3148;bryah;;Nature;;The World Landmarks - Merapi Park Yogyakarta;Jogja
3149;soelch;;Culture;;Gembira Loka Zoo;Jogja
3150;zeah;;Culinary;;Obyek Wisata Goa Kreo;Semarang
3151;edite;;Nature;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
3152;wassell;;Culture;;Pantai Patihan;Jogja
