Event_Id,Event_Name,Description,Category,City,Price,Rating,Pelaksanaan,Regist
191,Logo Design for Professionals,"A logo provides a visual identity that conveys an organization's values, mission, and brand. Visual branding provides a set of guidelines, fonts, and colors, which support an organization's logo and visual identity.",Strengthening_Communities,OGAN KOMERING ULU,230000,1,4/23/2023,3/4/2023
192,Web Editor,"The Web Editor will be responsible for managing all aspects of the siteâ€™s content, which entails a conceptual and detailed plan of new content.",Strengthening_Communities,BONTANG,709000,2,9/2/2023,1/20/2023
193,Grant Writer,Big Apple Greeterâ€™s Director of Development seeks a part-time Volunteer Grant Writer. The ideal candidate will have a several years of grant-writing experience.,Strengthening_Communities,ACEH BARAT,331000,3,2/1/2023,12/13/2022
194,Fall Internship for High Schools Students at ClassWish.org,"ClassWish is a nonprofit organization that empowers parents, educators, and local communities to make a positive change in their children's lives by providing them with the supplies they need to learn, grow and excel.",Education,MALANG,530000,2,11/10/2023,9/21/2023
195,Membership Development Strategy for Professionals,The focus of this project is to help an organization develop an actionable strategy and a clear road map for improving and expanding its membership program.,Education,BANYUWANGI,824000,5,7/21/2023,1/7/2023
196,Career Gear,"Career Gear collects men's business clothing, and provides career counseling and mock interviews for clients, who are looking to enter or re-enter the workforce.",Helping_Neighbors_in_Need,MOROWALI UTARA,643000,2,5/11/2022,10/16/2022
197,Web Designer Intern for Non-Profit Site,"Afro-Asian, Inc. is a New York City based non-profit organization that aims to promote the cityâ€™s rich multi- cultural heritage through music by supporting the development of local musicians and to expand access to music education to youth.",Strengthening_Communities,TEBO,871000,3,2/4/2023,3/13/2023
198,College Mentor,Work in a classroom to help lead low-income secondary students develop plans to enact change within their communities.,Education,PASURUAN,640000,4,12/5/2023,4/22/2023
199,Operations and Welcome Desk Volunteer,"NYAWC is seeking a volunteer to ensure our office is running at an optimal level. In order to do that, we need a volunteer to help with the following:",Education,PEKANBARU,643000,2,1/15/2023,12/26/2022
200,Governor's Island Family Festival,"Join the Governors Island Alliance on Saturday, May 28th for our seventh annual Family Festival in Nolan Park on Governors Island. Volunteers are needed to help set up and run activities for children ranging from theater games to arts and crafts projects. Please go to Bit.ly/GIAVolunteer to sign up!",Strengthening_Communities,PASURUAN,708000,4,8/20/2023,7/31/2023
201,Calling all Citizens: Improve Student Achievement in NYC by Teaching your Passion!,Share What YOU Know and Love: Become a Citizen Teacher!,Education,KUTAI BARAT,373000,1,5/17/2023,4/27/2023
202,Yoga Instructor,Need yoga instructor for adolescents in the inpatient psychiatry unit at Bellevue Hospital.,Health,PIDIE,639000,3,7/15/2023,6/25/2023
203,Blankets of Love,Knitting Project,Strengthening_Communities,SEKADAU,900000,3,11/30/2022,10/11/2022
204,Be a Proctor for Students Taking Exams - 55+ Only,This volunteer opportunity is great for people who are interested in volunteering in a university environment with graduate and undergraduate college students.,Education,ACEH BARAT DAYA,713000,3,10/25/2023,5/10/2023
205,Qualified Board Member Seats Available,"The WorldofMoney.org has a five year of a proven track record of delivering empowering financial and business education to underserved youth, ages 12 - 18.",Strengthening_Communities,TUBAN,162000,1,8/13/2023,7/24/2023
206,Queens:Yoga Fitness Instructor for Shape Up New York at Al Oerter !,NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Al Oerter Recreation Center. Volunteer opportunities are available for a variety of classes and activities...,Health,LUWU,182000,2,3/8/2023,7/14/2023
207,Figure Skating in Harlem Volunteer Tutor,Figure Skating in Harlem is a pioneering non-profit organization that provides girls ages 6-18 with vital educational and skating opportunities that build self-worth and promote physical well being and academic achievement. Your work will benefit girls from a low-income community.,Education,SUBANG,506000,2,2/3/2023,10/2/2023
208,Route Marshall,"You will ride one of the various routes (15, 30, 45, 62, 100 miles) to see order is maintained, any emergencies be addressed, and any questions that the riders may have be answered.",Strengthening_Communities,ROKAN HULU,815000,1,10/13/2023,9/23/2023
209,Ice Skating - Police Athletic League,Please join us and the PAL kids for ice skating at Riverbank Park. It's a great way to enjoy the final days of winter and for a very good cause! Volunteers are kindly asked to pay for their expenses on the day. Admission to rink and skate rental are $5.00 and $6.00 respectively.,Strengthening_Communities,TUAL,898000,1,5/13/2023,4/23/2023
210,MS131 Painting Project,Join us for a painting project at MS131 in Chinatown on September 10th 2011. As part of our day of service in remembrance of 9/11.,Education,LABUHAN BATU UTARA,166000,4,1/21/2023,1/1/2023
211,Volunteer at Queens Sand Castle Contest,"Join the Department of Parks and Recreation at Far Rockaway Beach on July 24th for a Sand Castle Contest. Time commitment will include morning and afternoon hours. Volunteers needed for crafts, face painting, refreshment distribution and contest judging.",Strengthening_Communities,KAUR,656000,1,3/22/2023,2/3/2023
212,Mt. Zion Kidz Fair,"A day of fun and games, giveways for the entire community.",Strengthening_Communities,BALIKPAPAN,142000,2,11/7/2023,6/21/2023
213,Marketing/PR Volunteer,"ARTs East New York Inc. is looking for open-minded, motivated volunteers with an interest in the arts and community development to further the mission of our organization. Interns should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",Strengthening_Communities,LOMBOK UTARA,733000,2,6/8/2023,7/17/2023
214,Pharmacy Assistant,"We are currently accepting applications for FALL 2011 Volunteers are needed weekdays to assist in our pharmacy with packaging, labeling, delivering medications and also to perform minor filing and other clerical work .",Helping_Neighbors_in_Need,MUNA,206000,1,6/15/2023,5/26/2023
215,Volunteer with El Museo del Barrio,El Museo del Barrio needs your help for a wide array of volunteer tasks!,Strengthening_Communities,MAMUJU UTARA,724000,5,3/18/2023,2/26/2023
216,Bronx Non-Profit Legal Service Provider Seeks Interns,Part of the Solution (POTS) Legal Clinic (www.potsbronx.org) serves low-income residents of the Bronx.,Helping_Neighbors_in_Need,KLUNGKUNG,362000,3,7/16/2023,6/26/2023
217,Professional Development Trainers,The Police Athletic League of New York City seeks skilled volunteers to provide vocational training for teens and young adults.,Helping_Neighbors_in_Need,BANYU ASIN,726000,3,1/5/2023,11/4/2023
218,Market Analysis for Income-Generating Organizations for Professionals,"Market analysis helps an organization understand the attractiveness of a market, its evolving opportunities, and threats in the external market as they relate to an organization's internal strengths and weaknesses.",Strengthening_Communities,HALMAHERA BARAT,437000,4,4/4/2023,3/15/2023
219,Help Care for Babies at the Teen Family Center - 55+ Only,Assist staff by providing support in caring for babies.,Helping_Neighbors_in_Need,MALINAU,713000,5,9/9/2023,8/20/2023
220,Teach Adults and Kids how to Ride Bikes!,"Give the gift of confidence, freedom, independence, and a greener, healthier society to others through teaching them how to ride bicycles!",Health,MAYBRAT,786000,4,8/31/2023,11/8/2023
221,Fundraising and Development Manager for Healthy Eating Programs,Looking for someone to grow the impact of our programs by getting involved in all aspects of our fundraising operations with a focus on fundraising management and development.,Strengthening_Communities,SITUBONDO,615000,2,9/23/2023,3/9/2023
222,Park Volunteer Day,"Help us spread Fibar mulch on paths in the park, to create a safe walking surface. September 17, from 2pm - 5pm.",Environment,ENDE,107000,1,4/6/2023,5/15/2023
223,Grant Writing/Fundraising/Event Planning Intern,This would be a great way to gain hands-on experience in the nonprofit world! We are looking for help in developing our nonprofit organization in the following ways: 1)Grant-Writing 2)Research/Program Evaluation 3) Fundraising/Event Planning 4) Website Development 5) Business Plan/Proposal writers,Environment,SOLOK,505000,5,10/22/2023,2/10/2023
224,Be a Mentor and Make That Extraordinary Difference - 55+ Only,"The program seeks to match young adults, age 18 to 24 who have aged out of the foster care system, with professional mentors.",Education,ASMAT,293000,1,5/27/2023,7/5/2023
225,Art Workshop Assistant - make art in laundromats!,"Become a teaching assistant for the day by Helping_Neighbors_in_Need an LP teaching artist run an outdoor art workshop at a New York City laundromat. Other opportunities available, too! Most workshops are held at a Harlem laundromat, but we recruit volunteers for events in other locations, as needed.",Strengthening_Communities,KAMPAR,235000,4,3/29/2023,9/3/2023
226,Employment Mentoring,Helping_Neighbors_in_Need those to help themselves,Helping_Neighbors_in_Need,BUTON TENGAH,576000,5,9/2/2023,1/20/2023
227,Help New Yorkers Affected by the Storm in Queens,Thousands of New Yorkers arenâ€™t able to dig out the snow,Helping_Neighbors_in_Need,TAPIN,490000,4,12/12/2022,11/22/2022
228,English as a Second Language Instructor,Lenox Hill Neighborhood House is the oldest and largest social and educational services organization on Manhattan's Upper East Side.,Helping_Neighbors_in_Need,BULELENG,873000,2,10/15/2023,9/25/2023
229,Dirty Hands Wanted!,Donâ€™t need to have a green thumb but it doesn't hurt. We need muscle power to help maintain several raised beds filled with vegetables and flowers.,Environment,SUMBA TENGAH,481000,2,1/12/2022,11/11/2022
230,Therapeutic Recreation Aid/Activities,"Lead/facilitate board and electronic games ( cards, checkers etc, Wii...)",Environment,MUNA BARAT,338000,5,5/25/2023,5/5/2023
231,Branding and Marketing Project,We are looking for help with the successful re-launch of our brand with an effective roll out strategy and marketing plan.,Strengthening_Communities,JENEPONTO,906000,3,12/20/2022,11/30/2022
232,Online / Social Media Marketing Intern/Volunteer,We are looking for a social-media and web-savvy intern/volunteer to help us launch and administer an online story contest to help build our brand awareness and get more potential volunteers and donors engaged with our cause.,Strengthening_Communities,BARU,648000,2,4/25/2023,5/4/2023
233,Be a Chapter Ambassador!,"The Chapter Ambassadors will promote Society events, programs and outreach events as program support and as a Society representative at various events and programs directly benefiting people living with MS.",Health,BOGOR,375000,5,7/16/2023,6/26/2023
234,E-Mentor,icouldbe.org is an award-winning online mentoring program connecting middle and high school students from diverse communities with mentors from across the country.,Education,BIMA,474000,5,8/7/2023,6/18/2023
235,Marketing & Advertising Volunteer,"World Cares Center is looking for individuals to help us with branding initiatives and producing print materials (pamphlets, brochures, etc.)for marketing our programs and initiatives.",Strengthening_Communities,HALMAHERA UTARA,304000,1,1/4/2023,12/3/2023
236,Pro Bono Opportunities for Business Professionals,"From accounting to fundraising to marketing to strategy, Catchafire makes it easy for every professional to use their skills for good.",Strengthening_Communities,KARAWANG,217000,3,7/8/2023,7/18/2023
237,Clerical Assistant,"Volunteer interested in a administrative and hospital setting. Will have the ability to perform data entry, answer telephone calls and take messages, file documents.",Strengthening_Communities,SIDOARJO,420000,2,11/27/2022,7/11/2022
238,Senior Counselor,"Provide daily guidance to campers, lead camp activities, assist other counselors, actively participate with campers, plan and direct a portion of daily activities, maintain attendance records and other required paper work. Assume responsibility for safety and discipline of campers.",Strengthening_Communities,SAROLANGUN,722000,4,9/30/2023,10/9/2023
239,Single Mothers by Choice (SMC),We are having a conference/celebration later this year and are looking for volunteers with fundraising experience to help us.,Strengthening_Communities,AGAM,106000,3,10/3/2023,2/18/2023
240,I would like to become a mentor,"A mentorâ€™s main purpose is to help a child define individual goals and find ways to achieve them. Since the expectation of each child will vary, the mentorâ€™s job is to encourage the development of a flexible relationship that responds to both the mentorâ€™s and the childâ€™s needs.",Education,MAPPI,407000,2,5/17/2023,4/27/2023
241,Clerical Assistant,"Clerical Assistanted wanted. Assist in filing, typing, record keeping, some receptionist duties.",Strengthening_Communities,INDRAMAYU,682000,2,1/5/2023,11/4/2023
242,Public Relations,"Public Relations: for our national publicity campaigns: press releases and other marketing materials and contact with major media, including newspapers, magazines, radio, television and the internet.",Strengthening_Communities,BEKASI,599000,4,2/21/2023,1/2/2023
243,Give the Gift of Bicycling!,Spend one hour this Saturday learning how to change others' lives by teaching them how to ride a bicycle!,Helping_Neighbors_in_Need,MAROS,994000,2,5/25/2023,5/5/2023
244,Class Wish Internship,Year round or summer internship in NYC or virtually,Education,HULU SUNGAI UTARA,744000,2,10/3/2023,2/18/2023
245,Technology Course Facilitator,"Facilitate an IT focused course, there are opportunities for basic, intermediate and specialized IT program facilitation in addition to assistance with community engagement and outreach.",Strengthening_Communities,BARITO SELATAN,105000,5,6/29/2023,9/6/2023
246,Fall Volunteer ESL Teacher,We are looking for enthusiastic volunteers to teach our ESL classes for the fall semester. No experience is necessary and training is provided!,Helping_Neighbors_in_Need,PASAMAN,935000,3,6/19/2023,5/30/2023
247,Promotional Video for Professionals,A promotional video gives an organization the opportunity to communicate what the organization does and why it is important to a wide audience in an engaging manner. It offers an avenue for reaching potential patrons as well as people who may not yet be familiar with the organization.,Strengthening_Communities,SERANG,596000,4,7/4/2023,3/18/2023
248,Halloween Carnival/Haunted House Set Up,"Volunteer for 6th Annual Halloween Carnival set up and event in Park Slope, Bklyn.",Strengthening_Communities,MINAHASA SELATAN,689000,2,9/28/2023,8/9/2023
249,Join Cents Ability!,"Join the Cents Ability volunteer corps to teach, mentor and coach young people to achieve their financial goals!",Strengthening_Communities,TAPANULI TENGAH,420000,5,1/29/2023,9/1/2023
250,Volunteer for inMotion's Story by Story Stair Climb to End Domestic Violence,"Sign up to volunteer at inMotion's Story by Story stair climb fundraiser on Thursday, October 6th!",Helping_Neighbors_in_Need,KEPULAUAN ANAMBAS,782000,3,10/23/2023,3/10/2023
251,Nutrition and Healthy Cooking Volunteer,"Lenox Hill Neighborhood House, widely recognized as one of New York's premier human services providers, is a 117-year-old settlement house that provides an extensive array of effective and integrated services.",Helping_Neighbors_in_Need,TEGAL,952000,5,3/3/2023,11/2/2023
252,Brooklyn Stop 'N' Swap,"Stop 'N' Swap reduces NYC's waste by finding new homes for unwanted, but usable items. Help sort, fold and display items to make this a fun free reuse experience for all.",Environment,LANGKAT,851000,5,4/25/2023,5/4/2023
253,Social Media Plan for Professionals,"A social media plan helps an organization develop a presence in the digital sphere, through social media sites like Facebook, Twitter, and others. Social media helps an organization interact and engage with online audiences to increase awareness about its mission, all on a shoestring budget.",Strengthening_Communities,KEDIRI,863000,1,2/21/2023,1/2/2023
254,Summer Back to School Bash,Pack backpacks for our Back to School distribution.,Strengthening_Communities,MANADO,362000,1,8/4/2023,3/19/2023
255,Passover Food Distribution Volunteer Needed!,Volunteers are needed to participate in Met Councilâ€™s Passover Food Distribution for families affected by domestic violence.,Helping_Neighbors_in_Need,BANGGAI KEPULAUAN,188000,3,10/14/2023,9/24/2023
256,HTML Curriculum Design Intern,Girls Inc. of NYC seeks a HTML Curriculum Design Intern to supplement and expand our HTML curriculum for girls in grades 6 â€“ 11.,Strengthening_Communities,BELITUNG TIMUR,472000,4,1/17/2023,12/28/2022
257,Help New Yorkers Affected by the Storm In Staten Island,Thousands of New Yorkers arenâ€™t able to dig out the snow,Strengthening_Communities,KOLAKA,243000,3,7/4/2023,3/18/2023
258,Volunteer with the LP at New Museum's StreetFest May 7th!,"Join Laundromat Project staff as we bring our mission to New Museum's StreetFest! Volunteers will help participants to silkscreen totebags, collect songs for a community-made mixtape and sell our new Laundromat Survival Kits, which are filled with activities to do at the laundromat or at home.",Strengthening_Communities,MANOKWARI,144000,1,12/25/2022,5/12/2022
259,Met Council Nutrition Workshop Volunteer info session,Met Council is looking for people passionate about Helping_Neighbors_in_Need others make healthier choices. We need your help to design and facilitate workshops to be held in our senior centers among other locations.,Health,BARRU,393000,4,6/5/2023,4/16/2023
260,Tutor Youth in Harlem --55+ Only,Tutors needed in after school programs for high school and junior high school students in Harlem.,Education,SERANG,522000,4,3/10/2023,9/13/2023
261,Civil Air Patrol America's Best kept secret (Brooklyn),"Civil Air Patrol has three congressionally mandated missions: Emergency Services, Aerospace Education and the Cadet Program.",Strengthening_Communities,SUMBA BARAT,971000,3,10/7/2023,6/20/2023
262,Wii Fitness Instructor for Seniors,"Metropolitan Council on Jewish Poverty is one of New York's largest human services agencies, providing more than 100,000 New Yorkers with critical services in their fight against poverty and its effects every year.",Health,WAJO,387000,5,1/16/2023,12/27/2022
263,ACADEMIC TUTORING OPPORTUNITIES AT HARLEM RBI: GREAT EXPERIENCE FOR ANYONE,We are currently in the process of recruiting academic tutors for our after school programs. The time commitment is not strenuous. It is also a great opportunity to gain experience working with youth.,Education,KEPAHIANG,268000,2,4/28/2023,8/4/2023
264,Volunteer with Brooklynâ€™s older adults!,"Heights and Hills is recruiting volunteers to support our elderly clients through a range of activities including weekly companionship, and help with one time tasks such as setting up email accounts or hanging drapes.",Helping_Neighbors_in_Need,SERDANG BEDAGAI,878000,2,7/24/2023,4/7/2023
265,Community Health Promotion and Awareness Intern,"Intern will have the opportunity to gain experience in many aspects of health education such as: outreach activities, developing culturally specific program materials, and hands on program implementation.",Health,PAYAKUMBUH,934000,2,12/13/2022,11/23/2022
266,"Housing Works, Inc. Needs Corporate Group Volunteers","Housing Works, Inc. is looking to partner with corporate volunteer groups to volunteer at our Processing and Donations Center in Long Island City Queens. We can accommodate large groups and welcome help Mondays through Saturdays.",Strengthening_Communities,SIKKA,472000,3,7/14/2023,6/24/2023
267,Future Coach,"Inspire one high school Future Fellow by partnering with them for one school year. Together, during weekly 90 minute meetings, you will discover a passion, build a project, and spread inspiration throughout the school and community.",Education,TULANGBAWANG,797000,2,6/29/2023,9/6/2023
268,Social Networker,Conservation nonprofit seeks virtual volunteers to assist in building its social networks and online presence through web 2.0 options.,Strengthening_Communities,BUNGO,358000,1,10/30/2023,10/10/2023
269,World Science Festival needs immediate office assistance,"The World Science Festival, one of the largest and most prestigious gathering of scientists and science enthusiasts, is currently seeking volunteers to assist with administrative office work.",Strengthening_Communities,EMPAT LAWANG,832000,4,10/2/2023,1/21/2023
270,Be A Learning Leader: Chaperones needed for Brooklyn Museum Visits!,"Learning Leaders, the nationâ€™s oldest and largest school volunteer and parent engagement, is currently seeking volunteers to serve as tour guides at the Brooklyn Museum with our ArtWorks program.",Strengthening_Communities,KETAPANG,476000,2,5/1/2023,12/16/2022
271,Volunteers needed to reorganize a library for seniors!,Volunteers are needed to pitch in and help reorganize a library for low-income seniors in Brooklyn. Help freshen up the those dusty shelves and have some fun!,Strengthening_Communities,KLATEN,309000,3,4/29/2023,9/4/2023
272,Activity Assistant,Provides instruction to camp participants for indicated activity or subject. Teaches the associated knowledge and skills and assists campers in achieving activity or lesson goals.,Strengthening_Communities,GUNUNG MAS,201000,1,9/20/2023,8/31/2023
273,It's My Park Day: Western John Muir Volunteer,Help with a forest restoratio project along the John Muir Trail of Van Cortlandt Park,Strengthening_Communities,PACITAN,322000,2,10/29/2023,9/10/2023
274,Accountant,Accountant with non-profit experience,Helping_Neighbors_in_Need,BANDAR LAMPUNG,442000,2,2/23/2023,3/2/2023
275,Miles For Moms Charity Run/Walk Volunteer Opportunities,"Volunteers Needed for 4-Mile Charity Run/Walk for Cancer Research in New York City's Central Park on Sunday, July 17, 2011 (7:00 a.m. to Noon)",Strengthening_Communities,MAGETAN,316000,1,6/15/2023,5/26/2023
276,GrowNYC Volunteer,"Receive, sort, and display donated Halloween costumes!",Strengthening_Communities,SUPIORI,144000,5,10/2/2023,1/21/2023
277,Shop Volunteer,Retail sales support for the Shop@RMA.,Strengthening_Communities,PROBOLINGGO,506000,5,4/12/2022,11/14/2022
278,Volunteer program aide/escort,Assist staff in providing program and transportation to clients in a fun and challenging environment.,Helping_Neighbors_in_Need,LANNY JAYA,823000,3,7/9/2023,8/18/2023
279,Administrative Volunteer,We are looking for an excited and organized individual to help us in our day to day activities. Join a dynamic team to help prevent suicide.,Helping_Neighbors_in_Need,KOLAKA TIMUR,218000,1,5/6/2023,5/16/2023
280,Starrett City Senior Center Line Dancer Instructor,Come and share your dancing techiques,Health,HULU SUNGAI SELATAN,941000,1,8/21/2023,1/8/2023
281,Create cards for 9/11 National Day of Service,Create cards at home for this special event. Mail cards to DOROT by 9/1/11,Strengthening_Communities,ACEH SELATAN,657000,2,4/26/2023,6/4/2023
282,CI Prep Corporate Volunteer Program,Coney Island Prep has a number of opportunities for groups of all sizes that can be tailored to meet the specific needs and interests of corporations.,Strengthening_Communities,MELAWI,113000,4,3/19/2023,2/27/2023
283,Intern for Brooklyn Unlimited workshop,"BCS is seeking a motivated and outgoing individual with a strong interest in working with adults with disabilities in our BKLYN UNLTD workshop, our sub-assembly packing, shipping and labeling company.",Strengthening_Communities,SANGGAU,165000,1,9/9/2023,8/20/2023
284,2011 Concern Spring Run in Central Park!,"Concernâ€™s annual Spring Run needs volunteers! Looking for groups & individuals! Concern Worldwide US, an international humanitarian agency committed to fighting extreme poverty around the world, needs over 100 volunteers to help spread the word and join us for a great day out in Central Park!",Strengthening_Communities,JAYAPURA,829000,5,4/27/2023,7/4/2023
285,Coordinator,Our Annual Back to School Kickoff,Strengthening_Communities,NABIRE,274000,3,10/19/2023,9/29/2023
286,Volunteer filmmakers to help Mayor's Office with YouCanToo! initiative,"Attention all filmmakers, producers, and editors: The Mayorâ€™s Office of Adult Education and the New York City Council need your help! We are looking for volunteers to provide technical assistance, on-set filming, and/or post-production editing for our new initiative, YouCanToo!",Strengthening_Communities,NDUGA,897000,4,8/22/2023,2/8/2023
287,Need volunteers for Make Music New York Event,"Each year on the first day of summer, public spaces in all five boroughs become informal musical stages for all New Yorkers, amateurs and professionals, to perform for friends, neighbors, and passers-by, turning the city into a festival of live music making.",Strengthening_Communities,LOMBOK BARAT,469000,1,10/19/2023,9/29/2023
288,Career Conference 2011- CALL FOR PROFESSIONALS!,We are seeking Professionals in a variety of industries to participate in roundtable discussions with students! We are also seeking Professionals who are interested in conducting a workshop for our scholars on Networking. Networking: People skills to get you where you want to go!,Education,LUBUKLINGGAU,153000,5,1/9/2023,12/8/2023
289,Free CPR Training in Brooklyn!,Learn CPR. Save a life. Use your BLANK for good.,Emergency_preparedness,MUARO JAMBI,678000,1,2/26/2023,6/2/2023
290,Help the Catskills Relief Effort,Help our neighbors up north by staffing canned food drives at one of our Brooklyn farmer's markets.,Helping_Neighbors_in_Need,BANGKA,776000,2,3/6/2023,5/14/2023
291,Computer Skills Tutor,KFT is seeking Computer Skills Tutors to instruct fifteen 3rd to 6th grade students at P.S. 59 in basic and relevant computer skills. The Computer Skills Tutor will be part of a team of tutors who will work together to present classroom computer lessons and work in small groups with the students.,Education,WONOSOBO,655000,1,1/17/2023,12/28/2022
292,Join the CancerCare Team at the 14th Annual EIF Revlon Run/Walk For Women,Join the CancerCare Team & Make a Difference in the Fight Against Cancer!,Education,LOMBOK TENGAH,738000,1,3/13/2023,2/21/2023
293,Coffee & Conversation Volunteer Opportunity,Help immigrants and new Americans practice their English through some Coffee & Conversation!,Helping_Neighbors_in_Need,MOJOKERTO,886000,3,12/3/2023,2/20/2023
294,"Volunteer Tutors, College Mentors, and Reading Partners!!","East Harlem Tutorial Program is looking for volunteer tutors, reading partners for elementary school kids, and college mentors for our graduating seniors!!",Education,SUMBAWA,873000,1,10/19/2023,9/29/2023
295,Mural Artist Wanted,Experienced mural artist needed to create a special mural for pre-schoolers,Strengthening_Communities,REMBANG,841000,2,5/19/2023,4/29/2023
296,Troop Leader / Assistant Troop Leader,As a Leader you will serve as a mentor to a group of girls. Opportunities available in all 5 boroughs!,Strengthening_Communities,TANGERANG,797000,1,1/18/2023,12/29/2022
297,Administrative Support Volunteer,"The Administrative Support Volunteer will assist QSAC staff in achieving the mission of the agency. Volunteers are needed to help with office tasks such as filing, data entry, answering phones, making calls & follow up appointments, making copies, sending faxes, and general office duties.",Strengthening_Communities,TANA TIDUNG,324000,4,2/16/2023,1/27/2023
298,Market Research for Professionals,"Market research can help an organization determine the most effective programs to maintain and pursue once it has developed its strategic vision, mission, and aspirations. Market research can consist of interviews with key stakeholders and surveys as well as literature reviews of existing research.",Strengthening_Communities,BUOL,517000,4,5/15/2023,4/25/2023
299,Administrative Intern,NYLAG is currently looking for administrative interns to work with the executive assistant to the president of organization on special projects.,Helping_Neighbors_in_Need,MOJOKERTO,166000,5,6/26/2023,6/6/2023
300,"Nepali, Bangla and Punjabi translators needed!",Do you speak a South Asian language? Are you interested in empowering NYC immigrants through community outreach and education?,Helping_Neighbors_in_Need,PADANG LAWAS UTARA,866000,2,8/6/2023,5/19/2023
301,Grant Writer needed for organization,Afro-Asian Inc is a non profit organization located in the Lower East Side. This organization provides musical events for the community. Needs a Grant Writer to research new funding prospects for the organization.,Helping_Neighbors_in_Need,TANJUNG JABUNG TIMUR,585000,3,3/23/2023,3/3/2023
302,Museum Visitor Services Volunteer,The Museum Visitor Services volunteer greets visitors to the museum and provides assistance as needed.,Strengthening_Communities,BANDA ACEH,119000,5,3/1/2023,12/14/2022
303,Donate School Supplies to Kids in the Bronx,Help kids from low-income families start the school year on a positive note!,Helping_Neighbors_in_Need,KEPULAUAN MERANTI,703000,5,6/17/2023,5/28/2023
304,Cosmetologist and Barber Volunteer Vocational Instructors,"PAL Brownsville Beacon Center (BBC) seeks dedicated Cosmetology and Barber Volunteer Instructors to educate participants in different areas and forms of hair care and beauty. Instructor must be able to instruct, explain, and demonstrate techniques and methods high school aged students.",Education,MIMIKA,400000,1,4/11/2022,10/15/2022
305,Staten Island: Yoga Instructor for Shape Up New York!,NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Greenbelt Recreation Center in Staten Island.,Health,PANGKAL PINANG,120000,4,12/28/2022,8/12/2022
306,Administrative Assistant,"Administrative Assistant need to help with Filing, answering the phones and greeting clients.",Strengthening_Communities,OGAN KOMERING ULU TIMUR,541000,4,2/25/2023,5/2/2023
307,Join the 2011/2012 Penny Harvest Leader Pin Volunteer Day!,"Be a part of the 2011/2012 Penny Harvest! Join us and hundreds of amazing volunteers to make Penny Harvest Leader Pin. The pins -- made out of pennies -- will be given to 30,000 Penny Harvest Leaders across the country and will inspire the 2011/2012 Penny Harvest campaign.",Education,FLORES TIMUR,813000,5,9/1/2023,12/20/2022
308,Museum Membership Department Volunteer,This position involves membership recruitment and and encouraging greater membership support for the Museum.,Strengthening_Communities,RAJA AMPAT,659000,5,8/23/2023,3/8/2023
309,Bowling Fun at Harlem Lanes,Please join us for a bowling event with the PAL kids! The group consists of children ranging from 9-13 years. We will have 2 hours of some 'healthy competition' and then grab some pizza afterwards. It's will be a fun day for all! For volunteers who wish to participate in bowling the cost is $13.50.,Strengthening_Communities,BLITAR,341000,4,11/30/2022,10/11/2022
310,Walkathon Feasibility Analyst,": Big Apple Greeter is looking for an experienced volunteer to perform a feasibility study to determine whether a walkathon is right for us. This person will work under the guidance of the Executive Director, the Development Director, and the Director of Volunteers and Programs.",Strengthening_Communities,MOROWALI,172000,2,3/26/2023,6/3/2023
311,Fashion Workshop Volunteer,Girls Inc. seeks a volunteer to support a fashion workshop for high school girls at The Urban Assembly Institute of Math and Science for Young Women in Downtown Brooklyn.,Education,MALUKU TENGGARA BARAT,484000,1,1/28/2023,8/1/2023
312,Queens Stop 'N' Swap,"Stop 'N' Swap reduces NYC's waste by finding new homes for unwanted, but usable items. Help sort, fold and display items to make this a fun free reuse experience for all.",Environment,MAKASSAR,912000,2,10/18/2023,9/28/2023
313,Fundraising for ResoNations 2011,Fundraising for ResoNations 2011: An International Telematic Music Concert for Peace - United Nations/Nairobi. Telematic music is real-time performance via the internet. Concert for International Year for People of African Descent declared by UN High Commission for Human Rights.,Strengthening_Communities,LAHAT,637000,2,7/20/2023,6/30/2023
314,Reach Out and Read-Morris Heights Health Center,"Reach Out and Read makes literacy promotion a standard and important part of pediatric primary care, so that children are able to grow up with access to books and are able cultivate a love of reading early on.",Education,JEPARA,621000,2,2/14/2023,1/25/2023
315,Help Feed Your Community in Midtown East,"Momentum has a hot lunch and pantry program open to all in need that operates on Tuesdays at Lexington Avenue and East 54th Street. We have no volunteer groups at the lunch program and need volunteers to help with pantry, serving food and site set up.",Helping_Neighbors_in_Need,LAMPUNG BARAT,547000,3,8/12/2022,11/18/2022
316,2011 Lexington Craft Fair,"Help support the Lexington School and Center for the Deaf in running our very first craft fair! We've advertised everywhere and are hoping for a huge turnout. Help out with set-up, selling raffles, greeting attendees, assisting vendors, and breaking-down. We'd love to have you help! ASL welcome!",Strengthening_Communities,TANJUNG BALAI,748000,5,12/20/2022,11/30/2022
317,Volunteer Assistant for Artist,The Chelsea Art Museum would like to get a volunteer assistant to work with an artist.,Strengthening_Communities,PONOROGO,712000,4,8/28/2023,8/8/2023
